1622913708 1 0 0 0 0
1622914793 11016 0 0 0 0
1622914882 11016 0 0 0 0
1622914890 11016 0 0 0 0
1622914924 11016 0 0 0 0
1622914962 11016 0 0 0 0
1622915002 22031 0 0 0 0
1622916859 22031 0 0 0 0
1623527274 740013 0 0 0 0
1624070469 1639512 0 0 0 0
1624146216 1639513 0 0 0 0
1624146363 1639513 0 0 0 0
1624146378 1639513 0 0 0 0
1624153417 1639513 0 0 0 0
1624153556 1639513 0 0 0 0
1624154037 1639513 31 0 0 0
1624155907 1639514 31 0 0 0
1624156787 1639514 31 0 0 0
1624223153 1639546 31 0 0 0
1624318683 1639546 436 0 0 0
1624405256 1639546 436 0 0 16
1624408886 1639546 634 0 0 16
1624654632 1643763 634 0 0 16
1624801037 1856569 634 0 0 16
1624814137 1856569 634 0 0 16
1624834881 1856569 634 464 0 16
1624834973 1856569 634 464 0 16
1624836642 1856569 669 464 0 16
1624838686 1856569 1002 464 0 16
1624840101 1856569 1005 464 0 16
1625524740 1856569 1005 464 0 40
1625864738 1856816 1005 464 0 40
1625879723 1856939 1005 464 0 40
1625945671 1857099 1005 464 0 40
1625963042 1857118 1005 464 0 40
1626024023 1857120 1005 464 0 40
1626025126 1857130 1005 464 0 40
1626108666 1857130 1138 464 0 40
1626113402 1857130 1326 464 0 40
1626120373 1857131 1326 464 0 40
1626127346 1857131 1573 464 0 40
1626138158 1857131 1573 464 0 40
1626196468 1857131 1788 464 0 40
1626376278 1857131 2705 464 0 40
1626377849 1857131 2748 464 0 40
1626396110 1857436 2748 464 0 40
1626398681 1857436 2754 464 0 40
1626613894 1857440 2754 464 0 40
1626633968 1857531 2754 464 0 40
1626737231 1857622 2754 464 0 40
1626903106 1857742 2754 464 0 40
1626915912 1857936 2754 464 0 40
1626916974 1857936 2754 464 0 40
1627152742 1857947 2754 464 0 40
1627161382 1857947 3458 464 0 40
1627161611 1857947 3458 464 0 40
1627162083 1857947 3460 464 0 40
1627169200 1857947 3632 464 0 40
1627259512 1857947 3634 464 0 40
1627334424 1857947 3634 468 0 40
1627335735 1857947 3634 468 0 40
1627336166 1858829 3634 468 0 40
1627336674 1858829 3634 468 0 40
1627336737 1858829 3634 468 0 40
1627425685 1858829 3670 468 0 40
1627425689 1858829 3670 468 0 40
1627429904 1858829 3677 468 0 40
1627441217 1858829 3677 468 0 40
1627505474 1858829 3677 468 0 40
1627506373 1858829 3677 742 0 40
1627507186 1858829 3677 742 0 40
1627512543 1858885 3677 742 0 40
1627514083 1858885 3677 1194 0 40
1627528673 1858980 3677 1194 0 40
1627606834 1859001 3677 1194 0 40
1627609010 1859010 3677 1194 0 40
1627677437 1859010 3677 1194 36 40
1627687927 1859010 3677 1287 36 40
1627690409 1859010 3807 1287 36 40
1627690845 1859010 3809 1287 36 40
1627691154 1859010 3810 1287 36 40
1627696453 1859010 3948 1287 36 40
1627771042 1859010 4101 1287 36 40
1627773343 1859010 4101 1287 123 40
1627773395 1859010 4101 1287 153 40
1627773442 1859010 4101 1287 153 40
1627774978 1859013 4101 1287 153 40
1627780263 1859077 4101 1287 153 40
1627780724 1859077 4101 1287 153 40
1627828359 1859087 4101 1287 153 40
1627837978 1859087 4101 1287 278 40
1627838314 1859087 4101 1287 278 40
1627840069 1859087 4101 1287 279 40
1627840635 1859087 4101 1563 279 40
1627841320 1859087 4101 1563 309 40
1627841441 1859087 4101 1563 309 40
1627841478 1859087 4106 1563 309 40
1627841494 1859087 4106 1563 309 40
1627842193 1859087 4106 1567 309 40
1627842895 1859087 4123 1567 309 40
1627843902 1859087 4125 1567 309 40
1627844940 1859087 4159 1567 309 40
1627848135 1859090 4159 1567 309 40
1627849042 1859124 4159 1567 309 40
1627852485 1859278 4159 1567 309 40
1627854927 1859278 4159 1658 309 40
1627856681 1859278 4159 1754 309 40
1627859091 1859278 4159 1763 309 40
1627866315 1859278 4160 1763 309 40
1627873397 1859278 4164 1763 309 40
1628351938 1859376 4164 1763 309 40
1628354425 1859380 4164 1763 309 40
1628373774 1859562 4164 1763 309 40
1628376130 1859563 4164 1763 309 40
1628476641 1859563 4166 1763 309 40
1628556020 1859563 4166 1961 309 40
1628556605 1859563 4166 1961 309 117
1628597925 1859563 4170 1961 309 117
1633301506 1859563 4358 1961 309 117
1633308374 1859563 4493 1961 309 117
1634242380 1859563 4554 1961 309 117
1634321076 1859563 4864 1961 309 117
1634322730 1859563 4871 1961 309 117
1634322744 1859563 4876 1961 309 117
1634324886 1859563 4887 1961 309 117
1634337994 1859563 4904 1961 309 117
1634341512 1859563 4906 1961 309 117
1634342058 1859563 4906 1961 309 117
1634342629 1859563 4906 3187 309 117
1634342677 1859752 4906 3187 309 117
1634343433 1859752 4906 3187 309 117
1634344329 1859752 4906 3187 309 117
1634344343 1859752 4906 3187 309 117
1634346619 1859752 4906 3188 309 117
1634346679 1859752 4906 3188 309 117
1634346801 1859752 4906 3188 309 117
1634346905 1859752 4906 3188 309 117
1634407854 1859752 4906 3188 309 117
1634414756 1859752 4921 3188 309 117
1634414786 1859752 4921 3188 309 117
1634422439 1859752 4945 3188 309 117
1634422725 1859790 4945 3188 309 117
1634422891 1859790 4945 3188 309 117
1634426241 1859790 4963 3188 309 117
